id,count
1099,28.4
1102,180.6
1107,92.6
1109,43.4
1111,121.2
1112,124.1
1114,307.3
1116,284.9
1117,112.5
1118,87.3
1122,151.6
1124,184.3
1127,114.3
1133,225.3
1134,33.1
1135,77.9
1139,291.9
1143,51.0
1150,122.7
1151,117.3
1153,273.2
1155,29.0
1162,26.8
1163,203.7
1166,14.5
1171,83.4
1172,14.1
1173,250.7
1174,74.6
1177,118.4
1178,83.7
1184,123.2
1185,99.9
1186,117.4
1187,164.6
1188,277.6
1191,139.8
1207,115.1
1213,40.2
1215,125.3
1223,197.5
1227,115.8
1236,51.0
1237,77.5
1238,16.1
1241,22.6
1248,14.6
1250,39.4
1251,156.1
1253,109.4
1255,101.3
1257,194.9
1261,112.1
1262,306.8
1265,144.6
1273,205.7
1277,259.6
1278,110.6
1280,113.3
1284,251.9
1285,318.9
1288,34.7
1295,112.3
1297,357.6
1299,244.3
1304,141.8
1308,36.8
1310,90.4
1311,132.6
1314,82.6
1315,109.6
1318,20.5
1320,316.2
1321,265.6
1322,259.9
1330,146.3
1333,153.9
1334,232.9
1341,146.5
1344,155.1
1351,273.3
1354,95.4
1356,69.0
1363,112.4
1365,218.8
1369,144.7
1373,104.3
1375,101.2
1377,82.3
1379,117.6
1380,254.4
1381,105.9
1384,183.3
1390,155.0
1393,224.5
1395,59.3
1399,301.8
1400,99.0
1401,108.1
1404,161.1
1408,9.9
1409,26.5
1413,202.7
1416,275.1
1418,95.8
1423,90.8
1424,26.1
1425,12.8
1433,258.2
1434,132.9
1436,314.8
1442,247.2
1444,87.8
1445,85.0
1452,212.6
1455,161.7
1462,70.4
1467,79.1
1472,40.3
1475,158.5
1493,107.2
1501,236.3
1503,256.9
1504,197.5
1505,13.4
1511,190.8
1512,77.5
1513,98.8
1514,37.6
1528,278.2
1533,211.5
1534,25.3
1536,143.2
1537,81.5
1539,185.9
1550,245.5
1552,205.0
1554,188.6
1555,328.0
1556,108.1
1559,26.0
1563,242.9
1566,170.7
1567,87.0
1568,24.8
1571,233.8
1572,13.2
1574,52.8
1577,15.6
1583,78.8
1585,26.0
1586,155.9
1587,229.5
1596,140.1
1602,33.9
1604,69.5
1605,25.9
1610,302.2
1611,94.3
1616,34.1
1617,91.0
1618,14.7
1622,41.6
1623,33.2
1628,306.6
1631,17.4
1632,172.8
1633,221.6
1634,314.1
1636,223.7
1637,100.2
1643,90.7
1644,105.7
1646,87.7
1648,259.7
1651,28.8
1656,17.4
1658,135.3
1659,15.5
1665,158.8
1666,141.2
1670,40.5
1674,137.0
1679,199.6
1680,181.7
1683,329.8
1686,24.8
1691,94.2
1693,31.8
1696,37.7
1697,96.6
1703,90.2
1706,28.7
1709,174.9
1710,88.5
1712,155.1
1713,126.0
1718,328.1
1719,171.6
1722,275.6
1723,145.8
1724,283.9
1728,53.6
1730,31.3
1732,24.0
1737,29.0
1745,95.7
1747,13.3
1748,10.2
1755,96.5
1759,15.5
1761,259.1
1764,226.2
1765,122.2
1766,96.1
1768,99.2
1770,33.0
1771,159.9
1774,100.9
1785,127.3
1788,190.9
1792,14.2
1794,229.0
1797,114.6
1798,12.4
1799,290.6
1802,97.6
1806,24.8
1808,69.4
1810,250.8
1818,110.9
1819,373.7
1820,293.0
1822,237.9
1826,221.6
1827,221.5
1835,14.6
1841,114.8
1842,118.0
1843,17.0
1846,43.9
1849,101.1
1850,211.4
1851,195.5
1857,61.8
1858,145.7
1860,99.2
1861,265.9
1864,123.1
1869,312.0
1871,70.4
1872,28.8
1875,17.1
1878,171.5
1879,256.3
1885,92.3
1888,92.9
1889,23.5
1890,93.3
1896,156.2
1897,172.2
1898,120.3
1900,95.7
1905,37.8
1908,125.2
1909,95.7
1913,87.3
1918,101.5
1922,315.6
1923,125.7
1925,262.4
1926,148.1
1927,306.5
1930,176.8
1935,54.3
1939,115.7
1942,96.7
1943,98.5
1948,235.4
1949,256.4
1951,118.9
1953,112.5
1959,118.0
1963,15.9
1967,135.1
1973,243.8
1975,22.6
1976,89.5
1990,112.8
1993,114.5
1997,187.8
1999,129.2
2001,269.2
2004,91.1
2010,92.2
2013,136.4
2017,297.1
2021,135.5
2023,116.3
2026,150.6
2037,35.7
2039,190.6
2041,16.9
2046,31.7
2050,16.5
2060,222.5
2067,109.4
2069,170.3
2072,252.3
2074,139.8
2079,108.6
2083,24.1
2085,192.7
2087,17.7
2093,136.2
2094,26.4
2097,37.7
2103,98.3
2104,61.1
2107,179.2
2108,17.2
2110,79.0
2115,229.2
2117,32.2
2125,288.2
2127,296.7
2133,17.2
2134,369.6
2135,111.5
2141,262.0
2143,27.2
2145,93.1
2146,26.9
2147,258.4
2148,51.6
2149,87.3
2165,121.3
2166,177.7
2177,243.7
