id,count
540,101.2
544,286.1
547,135.7
549,48.4
563,38.5
564,118.8
567,113.5
572,101.6
577,124.1
578,264.2
585,382.6
588,120.4
589,106.5
590,106.3
592,16.4
594,141.6
596,15.3
598,386.6
599,149.8
605,37.0
606,136.1
607,239.6
608,226.3
609,57.5
610,266.2
611,143.5
614,118.8
615,233.8
616,259.1
617,135.1
618,216.9
624,116.4
629,104.1
631,94.2
633,77.6
637,25.9
638,102.9
643,80.0
644,146.8
645,36.5
646,199.8
648,151.7
650,40.5
651,230.6
652,272.1
656,110.5
657,18.6
659,93.7
660,170.8
662,103.1
665,411.2
675,314.8
681,159.9
682,213.1
685,19.7
686,216.0
689,25.3
696,136.3
703,147.2
704,89.6
705,101.5
714,235.9
717,89.0
718,16.0
720,79.0
721,217.1
723,221.2
726,225.7
728,167.2
730,214.6
731,26.6
734,326.2
737,82.3
738,19.4
745,184.7
746,24.1
749,233.1
752,25.3
753,201.7
758,241.8
765,15.3
766,234.6
768,89.1
769,191.2
774,124.3
775,100.6
781,60.8
784,351.1
794,19.0
795,265.0
796,85.9
802,107.6
803,220.1
805,32.4
806,298.5
807,103.8
809,14.8
810,210.3
812,173.1
814,114.6
818,249.5
819,125.3
825,67.8
836,111.8
839,115.1
847,249.2
848,143.5
851,115.9
852,132.9
853,30.8
857,134.6
858,53.3
859,233.7
861,19.7
867,87.8
870,150.4
871,180.4
872,214.7
874,376.9
881,255.0
886,133.4
890,59.1
895,163.4
899,91.4
900,261.8
901,225.9
902,249.9
903,40.8
913,236.2
918,155.3
923,112.7
924,36.5
926,25.9
927,19.4
930,228.5
934,29.9
937,97.0
939,157.7
941,92.3
942,404.6
946,301.3
950,90.4
953,78.2
959,124.3
961,27.7
962,85.2
964,60.8
969,180.6
971,165.3
976,35.7
978,233.9
980,262.5
981,145.9
990,417.1
993,17.2
996,18.8
998,354.1
999,156.2
1006,121.7
1008,14.7
1013,33.2
1015,92.0
1016,115.9
1022,320.7
1026,219.5
1028,244.2
1031,66.4
1034,55.2
1037,212.2
1040,66.6
1042,19.7
1046,18.5
1048,106.5
1049,117.6
1050,65.0
1051,165.2
1052,245.7
1055,184.5
1060,164.3
1064,24.9
1066,75.4
1071,96.5
1073,15.0
1089,174.0
1091,101.5
1092,70.4
1093,219.1
1096,343.1
1097,223.5
1098,20.0
1099,39.3
1102,141.6
1107,109.9
1109,34.1
1111,141.3
1112,119.8
1114,321.8
1116,319.1
1117,107.2
1118,86.5
1122,127.3
1124,151.0
1127,119.3
1133,235.4
1134,38.6
1135,84.7
1139,342.3
1143,53.9
1150,110.1
1151,120.1
1153,286.8
1155,24.5
1162,27.4
1163,241.2
1166,26.8
1171,88.0
1172,15.7
1173,239.2
1174,79.7
1177,111.8
1178,76.0
1184,229.8
1185,128.5
1186,117.5
1187,191.6
1188,293.7
1191,125.1
1207,122.6
1213,46.6
1215,128.5
1223,173.5
1227,121.2
1236,59.8
1237,48.1
1238,18.8
1241,28.7
1248,18.2
1250,34.3
1251,153.6
1253,108.9
1255,95.4
1257,180.3
1261,109.2
1262,365.6
1265,140.2
1273,166.6
1277,275.3
1278,104.3
1280,108.6
1284,235.2
1285,346.8
1288,34.2
1295,117.0
1297,377.6
1299,245.0
1304,141.4
1308,46.6
1310,90.0
1311,127.0
1314,113.0
1315,111.5
1318,33.0
1320,327.4
1321,321.4
1322,228.9
1330,98.5
1333,146.4
1334,241.5
1341,127.7
1344,157.4
1351,270.0
1354,109.8
1356,53.9
1363,122.4
1365,216.0
1369,124.9
1373,109.2
1375,118.9
1377,87.3
1379,118.9
1380,311.0
1381,99.6
1384,168.4
1390,201.7
1393,240.0
1395,58.1
1399,302.0
1400,100.5
1401,164.3
1404,195.0
1408,11.8
1409,19.6
1413,230.1
1416,304.1
1418,106.1
1423,100.2
1424,27.0
1425,14.9
1433,238.3
1434,143.0
1436,300.2
1442,257.8
1444,84.7
1445,105.7
1452,198.5
1455,144.9
1462,65.0
1467,96.1
1472,52.8
1475,172.3
1493,103.5
1501,230.3
1503,309.3
1504,214.2
1505,13.3
1511,232.5
1512,55.2
1513,96.1
1514,39.5
1528,184.1
1533,234.2
1534,29.9
1536,153.6
1537,103.6
1539,135.3
1550,244.7
1552,211.6
1554,169.3
1555,409.7
1556,115.8
1559,32.9
1563,250.8
1566,129.1
1567,81.5
1568,32.4
1571,232.6
1572,17.2
1574,48.1
1577,17.1
1583,101.8
1585,27.0
1586,157.0
1587,219.1
1596,139.9
1602,29.0
1604,84.1
1605,32.9
1610,335.8
1611,94.3
1616,29.9
1617,91.5
1618,16.2
1622,49.1
1623,25.3
1628,332.9
1631,17.4
1632,191.8
1633,250.7
1634,346.6
1636,255.4
1637,111.5
1643,162.0
1644,106.9
1646,104.9
1648,205.3
1651,34.3
1656,19.6
1658,149.1
1659,15.3
1665,211.8
1666,135.1
1670,37.7
1674,133.2
1679,179.3
1680,242.0
1683,351.6
1686,26.3
1691,88.6
1693,36.1
1696,35.6
1697,97.3
1703,78.4
1706,30.2
1709,152.0
1710,90.5
1712,184.2
1713,113.5
1718,367.5
1719,177.0
1722,299.1
1723,121.4
1724,291.8
1728,65.2
1730,35.1
1732,27.6
1737,47.2
1745,88.8
1747,15.7
1748,10.3
1755,107.3
1759,16.6
1761,274.0
1764,196.6
1765,157.5
1766,89.7
1768,89.6
1770,27.0
1771,135.6
1774,88.2
1785,128.1
1788,174.1
1792,14.7
1794,213.5
1797,126.0
1798,11.8
1799,263.3
1802,96.5
1806,32.8
1808,76.3
1810,273.1
1818,104.0
1819,419.6
1820,277.4
1822,224.0
1826,236.0
1827,186.7
1835,18.7
1841,111.2
1842,195.9
1843,19.3
1846,50.4
1849,107.9
1850,199.6
1851,175.9
1857,59.4
1858,124.2
1860,93.4
1861,223.5
1864,113.1
1869,354.4
1871,63.6
1872,30.4
1875,13.6
1878,198.3
1879,232.3
1885,91.8
1888,105.8
1889,31.8
1890,89.7
1896,157.5
1897,165.4
1898,115.1
1900,94.0
1905,37.0
1908,114.7
1909,107.7
1913,66.6
1918,102.4
1922,331.0
1923,121.3
1925,277.6
1926,166.8
1927,344.6
1930,171.7
1935,86.1
1939,105.5
1942,87.7
1943,108.9
1948,246.5
1949,267.1
1951,112.0
1953,115.5
1959,122.4
1963,19.5
1967,119.1
1973,275.9
1975,24.5
1976,84.5
1990,117.0
1993,114.1
1997,197.7
1999,119.3
2001,300.9
2004,90.7
2010,85.9
2013,127.6
2017,298.6
2021,130.8
2023,168.0
2026,137.6
2037,28.8
2039,222.8
2041,17.7
2046,28.6
2050,15.6
2060,252.3
2067,109.6
2069,115.1
2072,268.7
2074,121.5
2079,114.3
2083,26.3
2085,222.3
2087,14.2
2093,136.2
2094,29.1
2097,29.9
2103,89.2
2104,59.1
2107,183.8
2108,13.9
2110,95.0
2115,175.9
2117,34.7
2125,345.2
2127,264.9
2133,12.7
2134,403.6
2135,114.7
2141,260.9
2143,33.8
2145,85.4
2146,27.0
2147,274.9
2148,53.9
2149,71.0
2165,113.4
2166,192.1
2177,160.7
